0.002 8.165082603355772 3.7888144223120803
0.006 8.154830373249531 3.802363671301795
0.014 8.196148818924256 3.8506539713131933
0.022 8.440078622141064 3.9717347087340045
0.026 8.865263713045671 4.161289440830956
0.028 9.253513767960312 4.333002180618534
0.032 11.032598793591818 5.144076139419874
0.034 12.8040197210389 5.966857400341938
0.035 12.64886913437719 5.861929306517979
0.036 9.822543409012459 4.4688711064471525
0.037 6.4330569793214725 2.851900256136182
0.038 3.949149079219791 1.716260578710616
0.039 3.449583432837199 1.4939988373613309
0.041 2.180658659638396 0.9306737616377603
0.047 1.3263281527236257 0.5618695273591987
0.052 1.0528428493311848 0.459144071843888
0.053 1.0185347253235002 0.4482043505379744
0.057 0.9489123912947697 0.4350137169021784
0.058 0.9615551229441505 0.44337647134966146
