0.85 9.29804581740087 3.986823273603113
0.9 9.123264363223086 3.9525958810912996
1.0 8.81457249440211 3.8983336631972842
1.1 8.579850275363334 3.8717175562197537
1.15 8.4939950741323 3.8695201038416327
1.35 8.2475026911835 3.866132200409717
1.4 8.213024616314291 3.863374799473715
1.45 8.261242832541319 3.8918519548932675
1.5 8.440078622141064 3.9717347087340045
1.55 8.899898928573446 4.170501292444077
1.65 12.27284573662607 5.674864238937777
1.69 14.105309112307374 6.491929459672512
1.71 12.205381651598907 5.536159508418478
1.75 7.671044800547262 3.3438990749789363
1.85 4.188042197674226 1.767556047058211
1.9 3.5082090019715864 1.4737621256791587
1.95 3.0395221724971817 1.2731431248139229
2.0 2.6916574742599346 1.1251941482495613
